Id,Name,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,LastUpdatedAt,Source,IAEAId
282,Hamaoka-1,34.621,138.141,Japan,JP,Shutdown,BWR,BWR-4,1971-06-10,1976-03-17,2009-01-30,516.0,2015-05-24T04:51:27+03:00,WNA/IAEA,335.0
18,Arkansas Nuclear One-2 (ANO-2),35.31,-93.229,United States,US,Operational,PWR,CE 2LP (DRYAMB),1968-12-06,1980-03-26,,912.0,2017-02-10T23:58:53+02:00,WNA/IAEA,689.0
129,Chapelcross-3,55.014,-3.223,United Kingdom,GB,Shutdown,GCR,MAGNOX,1955-10-01,1959-12-01,2004-06-29,35.0,2015-05-24T04:51:18+03:00,WNA/IAEA,254.0
324,Hongyanhe-5,39.797,121.4831,China,CN,Operational,PWR,ACPR-1000,2015-03-29,2021-07-31,,1061.0,2022-01-05T00:04:08+02:00,WNA/IAEA/GEO,997.0
257,Grafenrheinfeld,49.984,10.186,Germany,DE,Shutdown,PWR,PWR,1975-01-01,1982-06-17,2015-06-27,1225.0,2015-08-23T03:28:22+03:00,WNA/IAEA,97.0
660,Stade,53.62,9.53,Germany,DE,Shutdown,PWR,,1967-12-01,1972-05-19,2003-11-14,630.0,2015-05-24T04:50:42+03:00,WNA/IAEA,83.0
472,Niederaichbach,48.604,12.304,Germany,DE,Decommissioning Completed,HWGCR,pressure tube reactor,1966-06-01,,1974-07-31,100.0,2022-12-30T02:21:21+02:00,WNA/IAEA,84.0
759,Yangjiang-4,21.8575,111.9825,China,CN,Operational,PWR,CPR-1000,2012-11-17,2017-03-15,,1000.0,2017-09-25T03:20:38+03:00,WNA/IAEA,932.0
470,Neckarwestheim-1,49.039,9.176,Germany,DE,Shutdown,PWR,PWR,1972-02-01,1976-12-01,2011-08-06,805.0,2015-05-24T04:50:42+03:00,WNA/IAEA,88.0
788,Rooppur-2,24.066667,89.047222,Bangladesh,BD,Under Construction,PWR,VVER V-523,2018-07-14,,,1080.0,2018-10-13T22:30:35+03:00,IAEA,1079.0
192,Duane Arnold-1,42.101,-91.776,United States,US,Shutdown,BWR,BWR-4 (Mark 1),1970-06-22,1975-02-01,2020-10-12,601.0,2021-01-06T01:19:47+02:00,WNA/IAEA,667.0
117,Cattenom-1,49.416,6.217,France,FR,Operational,PWR,P4 REP 1300,1979-10-29,1987-04-01,,1300.0,2015-05-24T04:51:01+03:00,WNA/IAEA,207.0
520,Palisades,42.323,-86.316,United States,US,Shutdown,PWR,CE 2LP (DRYAMB),1967-03-12,,2022-05-20,805.0,2022-09-24T22:33:57+03:00,WNA/IAEA,616.0
716,Tsuruga-4,,,Japan,JP,Planned,PWR,,,,,,,WNA,
773,Zaporozhye-3,47.508,34.627,Ukraine,UA,Operational,PWR,VVER V-320,1982-04-01,1987-03-05,,950.0,2015-05-24T04:51:40+03:00,WNA/IAEA,594.0
96,Bugey-3,45.798,5.268,France,FR,Operational,PWR,CP0,1973-09-01,1979-03-01,,920.0,2015-05-24T04:50:51+03:00,WNA/IAEA,166.0
182,Doel-3,51.323,4.259,Belgium,BE,Shutdown,PWR,WH 3LP,1975-01-01,1982-10-01,2022-09-23,890.0,2022-12-30T00:57:40+02:00,WNA/IAEA,12.0
303,Hatch-2,31.935,-82.346,United States,US,Operational,BWR,BWR-4 (Mark 1),1972-02-01,1979-09-05,,784.0,2015-05-24T04:51:47+03:00,WNA/IAEA,687.0
620,Shimane-2,35.537,132.999,Japan,JP,Suspended Operation,BWR,BWR-5,1985-02-02,1989-02-10,,789.0,2023-08-28T08:01:45+03:00,WNA/IAEA,368.0
585,Rostov-3 (Volgodonsk-3),47.599,42.373,Russia,RU,Operational,PWR,VVER V-320,2009-09-15,2015-09-17,,950.0,2017-02-10T23:57:13+02:00,WNA/IAEA,506.0
700,Tomari-2,43.038,140.515,Japan,JP,Suspended Operation,PWR,M (2-loop),1985-06-13,1991-04-12,,550.0,2022-09-24T22:33:57+03:00,WNA/IAEA,371.0
618,Shika-2,37.061,136.728,Japan,JP,Suspended Operation,BWR,ABWR,2001-08-20,2006-03-15,,1304.0,2022-12-30T02:24:37+02:00,WNA/IAEA,842.0
799,Sanaocun-1,27.201487,120.517974,China,CN,Under Construction,PWR,HRP1000,2020-12-31,,,1117.0,2021-02-14T03:47:53+02:00,IAEA/WNA,1094.0
715,Tsuruga-3,,,Japan,JP,Planned,PWR,,,,,,,WNA,
546,Pickering-6,43.812,-79.07,Canada,CA,Operational,PHWR,CANDU 500B,1975-10-01,1984-02-01,,516.0,2015-05-24T04:50:22+03:00,WNA/IAEA,34.0
6,Akkuyu-1,36.144444,33.541111,Türkiye,TR,Under Construction,PWR,VVER V-509,2018-04-03,,,1114.0,2018-07-01T01:21:08+03:00,WNA/Wikipedia/IAEA,553.0
805,Xudabao-3,40.351389,120.545833,China,CN,Under Construction,PWR,VVER-1200/V491,2021-07-28,,,1200.0,2022-01-05T00:04:08+02:00,WNA/Wikipedia/IAEA,1104.0
46,Beloyarsk-1,56.842,61.321,Russia,RU,Shutdown,LWGR,AMB-100,1958-06-01,1964-04-26,1983-01-01,102.0,2015-05-24T04:51:34+03:00,WNA/IAEA,488.0
738,Windscale AGR,54.426,-3.505,United Kingdom,GB,Shutdown,GCR,AGR,1958-11-01,1963-03-01,1981-04-03,32.0,2015-05-24T04:51:19+03:00,WNA/IAEA,268.0
159,Cruas-1,44.634,4.757,France,FR,Operational,PWR,CP2,1978-08-01,1984-04-02,,880.0,2015-05-24T04:50:59+03:00,WNA/IAEA,198.0
624,Shin-Hanul-1,37.083889,129.391667,South Korea,KR,Operational,PWR,APR-1400,2012-07-10,2022-12-07,,1340.0,2022-12-30T00:57:40+02:00,IAEA,887.0
173,Darlington-5,43.8644,-78.7244,Canada,CA,Planned,PHWR,,,,,,,WNA,
17,Arkansas Nuclear One-1 (ANO-1),35.31,-93.23,United States,US,Operational,PWR,B&W LLP (DRYAMB),1968-10-01,1974-12-19,,850.0,2017-02-10T23:58:30+02:00,WNA/IAEA,652.0
513,Oskarshamn-2,57.415,16.666,Sweden,SE,Shutdown,BWR,AA-II,1969-09-01,1975-01-01,2016-12-22,580.0,2018-03-10T14:51:56+02:00,WNA/IAEA,535.0
49,Beloyarsk-4,56.842,61.321,Russia,RU,Operational,FBR,BN-800,2006-07-18,2016-10-31,,820.0,2017-09-25T03:19:53+03:00,WNA/IAEA,451.0
794,Xiapu-2,26.803611,120.155,China,CN,Under Construction,FBR,CFR-600,2020-12-27,,,600.0,2021-02-14T00:09:00+02:00,WNA/Wikipedia,
517,Paks-2,46.574,18.855,Hungary,HU,Operational,PWR,VVER V-213,1974-08-01,1984-11-14,,410.0,2015-05-24T04:51:21+03:00,WNA/IAEA,279.0
754,Xiaomoshan (Jiulongshan) 1,,,China,CN,Planned,PWR,,,,,,,WNA,
482,Nizhny Novgorod-2,55.787102,42.37215,Russia,RU,Planned,PWR,,,,,,2021-06-07,WNA,
285,Hamaoka-4,34.621,138.141,Japan,JP,Suspended Operation,BWR,BWR-5,1989-10-13,1993-09-03,,1092.0,2022-12-30T02:07:18+02:00,WNA/IAEA,376.0
